week,sku,retailer,orders_placed,shipments,fill_rate,promo_flag,promo_uplift,revenue_per_case,revenue_weight,priority_multiplier
1,SKU_10,RET_C,105,105.0,1.0,0,1.0,17.38,0.127888,1.1448
1,SKU_10,RET_A,169,169.0,1.0,0,1.0,17.38,0.127888,1.06
1,SKU_10,RET_B,132,132.0,1.0,0,1.0,17.38,0.127888,1.06
1,SKU_10,RET_D,94,94.0,1.0,0,1.0,17.38,0.127888,1.06
1,SKU_08,RET_C,96,96.0,1.0,0,1.0,16.23,0.119426,1.08
1,SKU_08,RET_A,158,158.0,1.0,0,1.0,16.23,0.119426,1.0
1,SKU_08,RET_B,119,119.0,1.0,0,1.0,16.23,0.119426,1.0
1,SKU_08,RET_D,74,74.0,1.0,0,1.0,16.23,0.119426,1.0
1,SKU_09,RET_C,70,68.0,0.9714,0,1.0,12.39,0.09117,1.08
1,SKU_11,RET_C,73,70.0,0.9589,0,1.0,11.96,0.088006,1.08
1,SKU_09,RET_A,102,96.0,0.9412,0,1.0,12.39,0.09117,1.0
1,SKU_09,RET_B,86,81.0,0.9419,0,1.0,12.39,0.09117,1.0
1,SKU_09,RET_D,61,57.0,0.9344,0,1.0,12.39,0.09117,1.0
1,SKU_07,RET_C,53,50.0,0.9434,0,1.0,11.32,0.083297,1.08
1,SKU_01,RET_C,45,42.0,0.9333,0,1.0,11.09,0.081604,1.08
1,SKU_11,RET_A,112,102.0,0.9107,0,1.0,11.96,0.088006,1.0
1,SKU_11,RET_B,90,82.0,0.9111,0,1.0,11.96,0.088006,1.0
1,SKU_11,RET_D,57,53.0,0.9298,0,1.0,11.96,0.088006,1.0
1,SKU_12,RET_C,116,105.0,0.9052,0,1.0,10.91,0.08028,1.08
1,SKU_04,RET_C,84,76.0,0.9048,0,1.0,10.79,0.079397,1.08
1,SKU_07,RET_A,77,69.0,0.8961,0,1.0,11.32,0.083297,1.0
1,SKU_07,RET_B,64,58.0,0.9062,0,1.0,11.32,0.083297,1.0
1,SKU_07,RET_D,42,39.0,0.9286,0,1.0,11.32,0.083297,1.0
1,SKU_01,RET_A,72,64.0,0.8889,0,1.0,11.09,0.081604,1.0
1,SKU_01,RET_B,53,48.0,0.9057,0,1.0,11.09,0.081604,1.0
1,SKU_01,RET_D,39,36.0,0.9231,0,1.0,11.09,0.081604,1.0
1,SKU_12,RET_A,174,153.0,0.8793,0,1.0,10.91,0.08028,1.0
1,SKU_12,RET_B,140,123.0,0.8786,0,1.0,10.91,0.08028,1.0
1,SKU_12,RET_D,78,69.0,0.8846,0,1.0,10.91,0.08028,1.0
1,SKU_04,RET_A,126,111.0,0.881,0,1.0,10.79,0.079397,1.0
1,SKU_04,RET_B,92,81.0,0.8804,0,1.0,10.79,0.079397,1.0
1,SKU_04,RET_D,57,51.0,0.8947,0,1.0,10.79,0.079397,1.0
1,SKU_03,RET_C,59,52.0,0.8814,0,1.0,9.6,0.07064,1.08
1,SKU_03,RET_A,94,79.0,0.8404,0,1.0,9.6,0.07064,1.0
1,SKU_03,RET_B,70,60.0,0.8571,0,1.0,9.6,0.07064,1.0
1,SKU_03,RET_D,44,38.0,0.8636,0,1.0,9.6,0.07064,1.0
1,SKU_06,RET_C,58,49.0,0.8448,0,1.0,8.8,0.064753,1.08
1,SKU_05,RET_C,71,60.0,0.8451,0,1.0,8.67,0.063797,1.08
1,SKU_06,RET_A,82,68.0,0.8293,0,1.0,8.8,0.064753,1.0
1,SKU_06,RET_B,66,55.0,0.8333,0,1.0,8.8,0.064753,1.0
1,SKU_06,RET_D,46,39.0,0.8478,0,1.0,8.8,0.064753,1.0
1,SKU_05,RET_A,119,97.0,0.8151,0,1.0,8.67,0.063797,1.0
1,SKU_05,RET_B,83,68.0,0.8193,0,1.0,8.67,0.063797,1.0
1,SKU_05,RET_D,50,41.0,0.82,0,1.0,8.67,0.063797,1.0
1,SKU_02,RET_C,38,30.0,0.7895,0,1.0,6.76,0.049742,1.08
1,SKU_02,RET_A,61,47.0,0.7705,0,1.0,6.76,0.049742,1.0
1,SKU_02,RET_B,45,35.0,0.7778,0,1.0,6.76,0.049742,1.0
1,SKU_02,RET_D,29,23.0,0.7931,0,1.0,6.76,0.049742,1.0
2,SKU_10,RET_C,130,130.0,1.0,0,1.0,17.38,0.127888,1.1448
2,SKU_10,RET_A,182,182.0,1.0,0,1.0,17.38,0.127888,1.06
2,SKU_10,RET_B,156,156.0,1.0,0,1.0,17.38,0.127888,1.06
2,SKU_10,RET_D,96,96.0,1.0,0,1.0,17.38,0.127888,1.06
2,SKU_08,RET_C,114,114.0,1.0,0,1.0,16.23,0.119426,1.08
2,SKU_08,RET_A,166,166.0,1.0,0,1.0,16.23,0.119426,1.0
2,SKU_08,RET_B,129,129.0,1.0,0,1.0,16.23,0.119426,1.0
2,SKU_08,RET_D,88,88.0,1.0,0,1.0,16.23,0.119426,1.0
2,SKU_09,RET_C,80,78.0,0.975,0,1.0,12.39,0.09117,1.08
2,SKU_11,RET_C,80,77.0,0.9625,0,1.0,11.96,0.088006,1.08
2,SKU_09,RET_A,117,109.0,0.9316,0,1.0,12.39,0.09117,1.0
2,SKU_09,RET_B,102,96.0,0.9412,0,1.0,12.39,0.09117,1.0
2,SKU_09,RET_D,64,61.0,0.9531,0,1.0,12.39,0.09117,1.0
2,SKU_07,RET_C,54,51.0,0.9444,0,1.0,11.32,0.083297,1.08
2,SKU_01,RET_C,52,49.0,0.9423,0,1.0,11.09,0.081604,1.08
2,SKU_11,RET_A,123,113.0,0.9187,0,1.0,11.96,0.088006,1.0
2,SKU_11,RET_B,118,108.0,0.9153,0,1.0,11.96,0.088006,1.0
2,SKU_11,RET_D,65,61.0,0.9385,0,1.0,11.96,0.088006,1.0
2,SKU_12,RET_C,130,119.0,0.9154,0,1.0,10.91,0.08028,1.08
2,SKU_04,RET_C,79,73.0,0.9241,0,1.0,10.79,0.079397,1.08
2,SKU_07,RET_A,86,78.0,0.907,0,1.0,11.32,0.083297,1.0
2,SKU_07,RET_B,77,70.0,0.9091,0,1.0,11.32,0.083297,1.0
2,SKU_07,RET_D,50,45.0,0.9,0,1.0,11.32,0.083297,1.0
2,SKU_01,RET_A,80,71.0,0.8875,0,1.0,11.09,0.081604,1.0
2,SKU_01,RET_B,57,51.0,0.8947,0,1.0,11.09,0.081604,1.0
2,SKU_01,RET_D,42,38.0,0.9048,0,1.0,11.09,0.081604,1.0
2,SKU_12,RET_A,201,176.0,0.8756,0,1.0,10.91,0.08028,1.0
2,SKU_12,RET_B,147,129.0,0.8776,0,1.0,10.91,0.08028,1.0
2,SKU_12,RET_D,100,88.0,0.88,0,1.0,10.91,0.08028,1.0
2,SKU_04,RET_A,139,122.0,0.8777,0,1.0,10.79,0.079397,1.0
2,SKU_04,RET_B,99,87.0,0.8788,0,1.0,10.79,0.079397,1.0
2,SKU_04,RET_D,69,61.0,0.8841,0,1.0,10.79,0.079397,1.0
2,SKU_03,RET_C,68,59.0,0.8676,0,1.0,9.6,0.07064,1.08
2,SKU_03,RET_A,98,83.0,0.8469,0,1.0,9.6,0.07064,1.0
2,SKU_03,RET_B,75,64.0,0.8533,0,1.0,9.6,0.07064,1.0
2,SKU_03,RET_D,54,46.0,0.8519,0,1.0,9.6,0.07064,1.0
2,SKU_06,RET_C,59,50.0,0.8475,0,1.0,8.8,0.064753,1.08
2,SKU_05,RET_C,78,65.0,0.8333,0,1.0,8.67,0.063797,1.08
2,SKU_06,RET_A,96,79.0,0.8229,0,1.0,8.8,0.064753,1.0
2,SKU_06,RET_B,80,66.0,0.825,0,1.0,8.8,0.064753,1.0
2,SKU_06,RET_D,52,43.0,0.8269,0,1.0,8.8,0.064753,1.0
2,SKU_05,RET_A,118,96.0,0.8136,0,1.0,8.67,0.063797,1.0
2,SKU_05,RET_B,82,67.0,0.8171,0,1.0,8.67,0.063797,1.0
2,SKU_05,RET_D,58,48.0,0.8276,0,1.0,8.67,0.063797,1.0
2,SKU_02,RET_C,41,33.0,0.8049,0,1.0,6.76,0.049742,1.08
2,SKU_02,RET_A,63,48.0,0.7619,0,1.0,6.76,0.049742,1.0
2,SKU_02,RET_B,53,41.0,0.7736,0,1.0,6.76,0.049742,1.0
2,SKU_02,RET_D,33,26.0,0.7879,0,1.0,6.76,0.049742,1.0
3,SKU_10,RET_C,144,144.0,1.0,0,1.0,17.38,0.127888,1.1448
3,SKU_10,RET_A,204,204.0,1.0,0,1.0,17.38,0.127888,1.06
3,SKU_10,RET_B,164,164.0,1.0,0,1.0,17.38,0.127888,1.06
3,SKU_10,RET_D,105,105.0,1.0,0,1.0,17.38,0.127888,1.06
3,SKU_08,RET_C,126,126.0,1.0,0,1.0,16.23,0.119426,1.08
3,SKU_08,RET_A,165,165.0,1.0,0,1.0,16.23,0.119426,1.0
3,SKU_08,RET_B,145,145.0,1.0,0,1.0,16.23,0.119426,1.0
3,SKU_08,RET_D,93,93.0,1.0,0,1.0,16.23,0.119426,1.0
3,SKU_09,RET_C,88,85.0,0.9659,0,1.0,12.39,0.09117,1.08
3,SKU_11,RET_C,92,88.0,0.9565,0,1.0,11.96,0.088006,1.08
3,SKU_09,RET_A,139,129.0,0.9281,0,1.0,12.39,0.09117,1.0
3,SKU_09,RET_B,98,92.0,0.9388,0,1.0,12.39,0.09117,1.0
3,SKU_09,RET_D,61,58.0,0.9508,0,1.0,12.39,0.09117,1.0
3,SKU_07,RET_C,63,60.0,0.9524,0,1.0,11.32,0.083297,1.08
3,SKU_01,RET_C,58,55.0,0.9483,0,1.0,11.09,0.081604,1.08
3,SKU_11,RET_A,130,119.0,0.9154,0,1.0,11.96,0.088006,1.0
3,SKU_11,RET_B,107,99.0,0.9252,0,1.0,11.96,0.088006,1.0
3,SKU_11,RET_D,65,61.0,0.9385,0,1.0,11.96,0.088006,1.0
3,SKU_12,RET_C,123,112.0,0.9106,0,1.0,10.91,0.08028,1.08
3,SKU_04,RET_C,97,89.0,0.9175,0,1.0,10.79,0.079397,1.08
3,SKU_07,RET_A,96,87.0,0.9062,0,1.0,11.32,0.083297,1.0
3,SKU_07,RET_B,76,69.0,0.9079,0,1.0,11.32,0.083297,1.0
3,SKU_07,RET_D,50,46.0,0.92,0,1.0,11.32,0.083297,1.0
3,SKU_01,RET_A,80,72.0,0.9,0,1.0,11.09,0.081604,1.0
3,SKU_01,RET_B,74,67.0,0.9054,0,1.0,11.09,0.081604,1.0
3,SKU_01,RET_D,41,38.0,0.9268,0,1.0,11.09,0.081604,1.0
3,SKU_12,RET_A,199,175.0,0.8794,0,1.0,10.91,0.08028,1.0
3,SKU_12,RET_B,167,147.0,0.8802,0,1.0,10.91,0.08028,1.0
3,SKU_12,RET_D,110,98.0,0.8909,0,1.0,10.91,0.08028,1.0
3,SKU_04,RET_B,142,125.0,0.8803,0,1.0,10.79,0.079397,1.0
3,SKU_04,RET_A,124,110.0,0.8871,0,1.0,10.79,0.079397,1.0
3,SKU_04,RET_D,76,68.0,0.8947,0,1.0,10.79,0.079397,1.0
3,SKU_03,RET_C,72,63.0,0.875,0,1.0,9.6,0.07064,1.08
3,SKU_03,RET_A,108,91.0,0.8426,0,1.0,9.6,0.07064,1.0
3,SKU_03,RET_B,94,79.0,0.8404,0,1.0,9.6,0.07064,1.0
3,SKU_03,RET_D,57,49.0,0.8596,0,1.0,9.6,0.07064,1.0
3,SKU_06,RET_C,70,59.0,0.8429,0,1.0,8.8,0.064753,1.08
3,SKU_05,RET_C,86,72.0,0.8372,0,1.0,8.67,0.063797,1.08
3,SKU_06,RET_A,111,91.0,0.8198,0,1.0,8.8,0.064753,1.0
3,SKU_06,RET_B,81,67.0,0.8272,0,1.0,8.8,0.064753,1.0
3,SKU_06,RET_D,51,43.0,0.8431,0,1.0,8.8,0.064753,1.0
3,SKU_05,RET_A,127,103.0,0.811,0,1.0,8.67,0.063797,1.0
3,SKU_05,RET_B,94,77.0,0.8191,0,1.0,8.67,0.063797,1.0
3,SKU_05,RET_D,67,55.0,0.8209,0,1.0,8.67,0.063797,1.0
3,SKU_02,RET_C,52,41.0,0.7885,0,1.0,6.76,0.049742,1.08
3,SKU_02,RET_A,75,57.0,0.76,0,1.0,6.76,0.049742,1.0
3,SKU_02,RET_B,52,40.0,0.7692,0,1.0,6.76,0.049742,1.0
3,SKU_02,RET_D,38,29.0,0.7632,0,1.0,6.76,0.049742,1.0
4,SKU_10,RET_C,144,133.0,0.9236,0,1.0,17.38,0.127888,1.1448
4,SKU_10,RET_A,213,191.0,0.8967,0,1.0,17.38,0.127888,1.06
4,SKU_10,RET_B,180,162.0,0.9,0,1.0,17.38,0.127888,1.06
4,SKU_10,RET_D,122,110.0,0.9016,0,1.0,17.38,0.127888,1.06
4,SKU_08,RET_C,121,107.0,0.8843,0,1.0,16.23,0.119426,1.08
4,SKU_08,RET_A,233,199.0,0.8541,0,1.0,16.23,0.119426,1.0
