week,sku,retailer,orders_placed,shipments,fill_rate,promo_flag,promo_uplift,revenue_per_case,revenue_weight,priority_multiplier
1,SKU_10,RET_A,159,159.0,1.0,0,1.0,18.17,0.118503,1.1024
1,SKU_10,RET_B,138,138.0,1.0,0,1.0,18.17,0.118503,1.0918
1,SKU_10,RET_C,102,102.0,1.0,0,1.0,18.17,0.118503,1.06
1,SKU_10,RET_D,80,80.0,1.0,0,1.0,18.17,0.118503,1.06
1,SKU_05,RET_A,102,102.0,1.0,0,1.0,17.36,0.11322,1.04
1,SKU_05,RET_B,83,83.0,1.0,0,1.0,17.36,0.11322,1.03
1,SKU_11,RET_A,117,117.0,1.0,0,1.0,15.76,0.102785,1.1024
1,SKU_05,RET_C,72,72.0,1.0,0,1.0,17.36,0.11322,1.0
1,SKU_05,RET_D,57,57.0,1.0,0,1.0,17.36,0.11322,1.0
1,SKU_11,RET_B,84,84.0,1.0,0,1.0,15.76,0.102785,1.0918
1,SKU_11,RET_C,69,69.0,1.0,0,1.0,15.76,0.102785,1.06
1,SKU_11,RET_D,55,55.0,1.0,0,1.0,15.76,0.102785,1.06
1,SKU_03,RET_A,132,129.0,0.9773,0,1.0,14.74,0.096133,1.04
1,SKU_03,RET_B,109,106.0,0.9725,0,1.0,14.74,0.096133,1.03
1,SKU_07,RET_A,106,102.0,0.9623,0,1.0,14.18,0.09248,1.04
1,SKU_03,RET_C,83,80.0,0.9639,0,1.0,14.74,0.096133,1.0
1,SKU_03,RET_D,64,62.0,0.9688,0,1.0,14.74,0.096133,1.0
1,SKU_07,RET_B,90,86.0,0.9556,0,1.0,14.18,0.09248,1.03
1,SKU_07,RET_C,69,66.0,0.9565,0,1.0,14.18,0.09248,1.0
1,SKU_07,RET_D,55,53.0,0.9636,0,1.0,14.18,0.09248,1.0
1,SKU_09,RET_A,149,135.0,0.906,0,1.0,12.34,0.08048,1.04
1,SKU_09,RET_B,124,112.0,0.9032,0,1.0,12.34,0.08048,1.03
1,SKU_08,RET_A,133,120.0,0.9023,0,1.0,12.21,0.079632,1.04
1,SKU_02,RET_A,49,45.0,0.9184,0,1.0,12.21,0.079632,1.04
1,SKU_08,RET_B,113,102.0,0.9027,0,1.0,12.21,0.079632,1.03
1,SKU_02,RET_B,46,42.0,0.913,0,1.0,12.21,0.079632,1.03
1,SKU_09,RET_C,111,100.0,0.9009,0,1.0,12.34,0.08048,1.0
1,SKU_09,RET_D,85,76.0,0.8941,0,1.0,12.34,0.08048,1.0
1,SKU_08,RET_C,83,74.0,0.8916,0,1.0,12.21,0.079632,1.0
1,SKU_08,RET_D,70,63.0,0.9,0,1.0,12.21,0.079632,1.0
1,SKU_02,RET_C,35,32.0,0.9143,0,1.0,12.21,0.079632,1.0
1,SKU_02,RET_D,31,29.0,0.9355,0,1.0,12.21,0.079632,1.0
1,SKU_04,RET_A,125,107.0,0.856,0,1.0,10.41,0.067893,1.04
1,SKU_04,RET_B,115,98.0,0.8522,0,1.0,10.41,0.067893,1.03
1,SKU_04,RET_C,89,75.0,0.8427,0,1.0,10.41,0.067893,1.0
1,SKU_04,RET_D,68,58.0,0.8529,0,1.0,10.41,0.067893,1.0
1,SKU_12,RET_A,190,154.0,0.8105,0,1.0,9.12,0.05948,1.04
1,SKU_12,RET_B,152,123.0,0.8092,0,1.0,9.12,0.05948,1.03
1,SKU_12,RET_C,127,102.0,0.8031,0,1.0,9.12,0.05948,1.0
1,SKU_12,RET_D,98,79.0,0.8061,0,1.0,9.12,0.05948,1.0
1,SKU_06,RET_A,100,80.0,0.8,0,1.0,8.46,0.055175,1.04
1,SKU_06,RET_B,67,54.0,0.806,0,1.0,8.46,0.055175,1.03
1,SKU_01,RET_A,74,59.0,0.7973,0,1.0,8.37,0.054588,1.04
1,SKU_01,RET_B,57,46.0,0.807,0,1.0,8.37,0.054588,1.03
1,SKU_06,RET_C,61,49.0,0.8033,0,1.0,8.46,0.055175,1.0
1,SKU_06,RET_D,42,34.0,0.8095,0,1.0,8.46,0.055175,1.0
1,SKU_01,RET_C,50,40.0,0.8,0,1.0,8.37,0.054588,1.0
1,SKU_01,RET_D,40,32.0,0.8,0,1.0,8.37,0.054588,1.0
2,SKU_10,RET_A,181,181.0,1.0,0,1.0,18.17,0.118503,1.1024
2,SKU_10,RET_B,145,145.0,1.0,0,1.0,18.17,0.118503,1.0918
2,SKU_10,RET_C,124,124.0,1.0,0,1.0,18.17,0.118503,1.06
2,SKU_10,RET_D,90,90.0,1.0,0,1.0,18.17,0.118503,1.06
2,SKU_05,RET_A,100,100.0,1.0,0,1.0,17.36,0.11322,1.04
2,SKU_05,RET_B,96,96.0,1.0,0,1.0,17.36,0.11322,1.03
2,SKU_11,RET_A,113,113.0,1.0,0,1.0,15.76,0.102785,1.1024
2,SKU_05,RET_C,73,73.0,1.0,0,1.0,17.36,0.11322,1.0
2,SKU_05,RET_D,58,58.0,1.0,0,1.0,17.36,0.11322,1.0
2,SKU_11,RET_B,103,103.0,1.0,0,1.0,15.76,0.102785,1.0918
2,SKU_11,RET_C,73,73.0,1.0,0,1.0,15.76,0.102785,1.06
2,SKU_11,RET_D,65,65.0,1.0,0,1.0,15.76,0.102785,1.06
2,SKU_03,RET_A,136,133.0,0.9779,0,1.0,14.74,0.096133,1.04
2,SKU_03,RET_B,91,90.0,0.989,0,1.0,14.74,0.096133,1.03
2,SKU_07,RET_A,109,105.0,0.9633,0,1.0,14.18,0.09248,1.04
2,SKU_03,RET_C,87,84.0,0.9655,0,1.0,14.74,0.096133,1.0
2,SKU_03,RET_D,79,76.0,0.962,0,1.0,14.74,0.096133,1.0
2,SKU_07,RET_B,98,94.0,0.9592,0,1.0,14.18,0.09248,1.03
2,SKU_07,RET_C,67,64.0,0.9552,0,1.0,14.18,0.09248,1.0
2,SKU_07,RET_D,57,55.0,0.9649,0,1.0,14.18,0.09248,1.0
2,SKU_09,RET_A,174,157.0,0.9023,0,1.0,12.34,0.08048,1.04
2,SKU_09,RET_B,141,127.0,0.9007,0,1.0,12.34,0.08048,1.03
2,SKU_08,RET_A,148,133.0,0.8986,0,1.0,12.21,0.079632,1.04
2,SKU_02,RET_A,61,56.0,0.918,0,1.0,12.21,0.079632,1.04
2,SKU_08,RET_B,109,98.0,0.8991,0,1.0,12.21,0.079632,1.03
2,SKU_02,RET_B,45,41.0,0.9111,0,1.0,12.21,0.079632,1.03
2,SKU_09,RET_C,115,103.0,0.8957,0,1.0,12.34,0.08048,1.0
2,SKU_09,RET_D,92,83.0,0.9022,0,1.0,12.34,0.08048,1.0
2,SKU_08,RET_C,94,84.0,0.8936,0,1.0,12.21,0.079632,1.0
2,SKU_08,RET_D,71,64.0,0.9014,0,1.0,12.21,0.079632,1.0
2,SKU_02,RET_C,40,37.0,0.925,0,1.0,12.21,0.079632,1.0
2,SKU_02,RET_D,31,29.0,0.9355,0,1.0,12.21,0.079632,1.0
2,SKU_04,RET_A,145,123.0,0.8483,0,1.0,10.41,0.067893,1.04
2,SKU_04,RET_B,107,91.0,0.8505,0,1.0,10.41,0.067893,1.03
2,SKU_04,RET_C,89,75.0,0.8427,0,1.0,10.41,0.067893,1.0
2,SKU_04,RET_D,68,58.0,0.8529,0,1.0,10.41,0.067893,1.0
2,SKU_12,RET_A,213,173.0,0.8122,0,1.0,9.12,0.05948,1.04
2,SKU_12,RET_B,165,134.0,0.8121,0,1.0,9.12,0.05948,1.03
2,SKU_12,RET_C,122,99.0,0.8115,0,1.0,9.12,0.05948,1.0
2,SKU_12,RET_D,100,81.0,0.81,0,1.0,9.12,0.05948,1.0
2,SKU_06,RET_A,99,79.0,0.798,0,1.0,8.46,0.055175,1.04
2,SKU_06,RET_B,79,63.0,0.7975,0,1.0,8.46,0.055175,1.03
2,SKU_01,RET_A,89,71.0,0.7978,0,1.0,8.37,0.054588,1.04
2,SKU_01,RET_B,65,52.0,0.8,0,1.0,8.37,0.054588,1.03
2,SKU_06,RET_C,63,50.0,0.7937,0,1.0,8.46,0.055175,1.0
2,SKU_06,RET_D,52,42.0,0.8077,0,1.0,8.46,0.055175,1.0
2,SKU_01,RET_C,54,43.0,0.7963,0,1.0,8.37,0.054588,1.0
2,SKU_01,RET_D,42,34.0,0.8095,0,1.0,8.37,0.054588,1.0
3,SKU_10,RET_A,174,174.0,1.0,0,1.0,18.17,0.118503,1.1024
3,SKU_10,RET_B,136,136.0,1.0,0,1.0,18.17,0.118503,1.0918
3,SKU_10,RET_C,128,128.0,1.0,0,1.0,18.17,0.118503,1.06
3,SKU_10,RET_D,98,98.0,1.0,0,1.0,18.17,0.118503,1.06
3,SKU_05,RET_A,119,119.0,1.0,0,1.0,17.36,0.11322,1.04
3,SKU_05,RET_B,102,102.0,1.0,0,1.0,17.36,0.11322,1.03
3,SKU_11,RET_A,130,130.0,1.0,0,1.0,15.76,0.102785,1.1024
3,SKU_05,RET_C,80,80.0,1.0,0,1.0,17.36,0.11322,1.0
3,SKU_05,RET_D,64,64.0,1.0,0,1.0,17.36,0.11322,1.0
3,SKU_11,RET_B,116,116.0,1.0,0,1.0,15.76,0.102785,1.0918
3,SKU_11,RET_C,78,78.0,1.0,0,1.0,15.76,0.102785,1.06
3,SKU_11,RET_D,68,68.0,1.0,0,1.0,15.76,0.102785,1.06
3,SKU_03,RET_A,144,141.0,0.9792,0,1.0,14.74,0.096133,1.04
3,SKU_03,RET_B,131,128.0,0.9771,0,1.0,14.74,0.096133,1.03
3,SKU_07,RET_A,124,119.0,0.9597,0,1.0,14.18,0.09248,1.04
3,SKU_03,RET_C,94,91.0,0.9681,0,1.0,14.74,0.096133,1.0
3,SKU_03,RET_D,77,74.0,0.961,0,1.0,14.74,0.096133,1.0
3,SKU_07,RET_B,97,93.0,0.9588,0,1.0,14.18,0.09248,1.03
3,SKU_07,RET_C,84,80.0,0.9524,0,1.0,14.18,0.09248,1.0
3,SKU_07,RET_D,67,64.0,0.9552,0,1.0,14.18,0.09248,1.0
3,SKU_09,RET_A,171,155.0,0.9064,0,1.0,12.34,0.08048,1.04
3,SKU_09,RET_B,161,145.0,0.9006,0,1.0,12.34,0.08048,1.03
3,SKU_08,RET_A,145,131.0,0.9034,0,1.0,12.21,0.079632,1.04
3,SKU_02,RET_A,70,64.0,0.9143,0,1.0,12.21,0.079632,1.04
3,SKU_08,RET_B,115,104.0,0.9043,0,1.0,12.21,0.079632,1.03
3,SKU_02,RET_B,53,49.0,0.9245,0,1.0,12.21,0.079632,1.03
3,SKU_09,RET_C,112,100.0,0.8929,0,1.0,12.34,0.08048,1.0
3,SKU_09,RET_D,101,91.0,0.901,0,1.0,12.34,0.08048,1.0
3,SKU_08,RET_C,101,90.0,0.8911,0,1.0,12.21,0.079632,1.0
3,SKU_08,RET_D,80,72.0,0.9,0,1.0,12.21,0.079632,1.0
3,SKU_02,RET_C,36,33.0,0.9167,0,1.0,12.21,0.079632,1.0
3,SKU_02,RET_D,35,32.0,0.9143,0,1.0,12.21,0.079632,1.0
3,SKU_04,RET_A,156,133.0,0.8526,0,1.0,10.41,0.067893,1.04
3,SKU_04,RET_B,124,106.0,0.8548,0,1.0,10.41,0.067893,1.03
3,SKU_04,RET_C,93,79.0,0.8495,0,1.0,10.41,0.067893,1.0
3,SKU_04,RET_D,84,71.0,0.8452,0,1.0,10.41,0.067893,1.0
3,SKU_12,RET_A,231,188.0,0.8139,0,1.0,9.12,0.05948,1.04
3,SKU_12,RET_B,163,132.0,0.8098,0,1.0,9.12,0.05948,1.03
3,SKU_12,RET_C,144,116.0,0.8056,0,1.0,9.12,0.05948,1.0
3,SKU_12,RET_D,102,83.0,0.8137,0,1.0,9.12,0.05948,1.0
3,SKU_06,RET_A,118,94.0,0.7966,0,1.0,8.46,0.055175,1.04
3,SKU_06,RET_B,76,61.0,0.8026,0,1.0,8.46,0.055175,1.03
3,SKU_01,RET_A,88,70.0,0.7955,0,1.0,8.37,0.054588,1.04
3,SKU_01,RET_B,78,62.0,0.7949,0,1.0,8.37,0.054588,1.03
3,SKU_06,RET_C,71,57.0,0.8028,0,1.0,8.46,0.055175,1.0
3,SKU_06,RET_D,53,43.0,0.8113,0,1.0,8.46,0.055175,1.0
3,SKU_01,RET_C,55,44.0,0.8,0,1.0,8.37,0.054588,1.0
3,SKU_01,RET_D,42,34.0,0.8095,0,1.0,8.37,0.054588,1.0
4,SKU_10,RET_A,199,179.0,0.8995,0,1.0,18.17,0.118503,1.1024
4,SKU_10,RET_B,162,145.0,0.8951,0,1.0,18.17,0.118503,1.0918
4,SKU_10,RET_C,135,120.0,0.8889,0,1.0,18.17,0.118503,1.06
