week,sku,retailer,orders_placed,shipments,fill_rate,promo_flag,promo_uplift,revenue_per_case,revenue_weight,priority_multiplier
1,SKU_12,RET_B,107,107.0,1.0,0,1.0,17.4,0.114316,1.1872
1,SKU_09,RET_B,106,106.0,1.0,0,1.0,16.34,0.107352,1.1872
1,SKU_12,RET_A,130,130.0,1.0,0,1.0,17.4,0.114316,1.06
1,SKU_12,RET_C,91,91.0,1.0,0,1.0,17.4,0.114316,1.06
1,SKU_12,RET_D,73,73.0,1.0,0,1.0,17.4,0.114316,1.06
1,SKU_05,RET_B,90,90.0,1.0,0,1.0,16.42,0.107877,1.12
1,SKU_09,RET_A,134,134.0,1.0,0,1.0,16.34,0.107352,1.06
1,SKU_09,RET_C,90,90.0,1.0,0,1.0,16.34,0.107352,1.06
1,SKU_09,RET_D,64,64.0,1.0,0,1.0,16.34,0.107352,1.06
1,SKU_06,RET_B,75,75.0,1.0,0,1.0,15.38,0.101045,1.12
1,SKU_05,RET_A,124,124.0,1.0,0,1.0,16.42,0.107877,1.0
1,SKU_05,RET_C,76,76.0,1.0,0,1.0,16.42,0.107877,1.0
1,SKU_05,RET_D,60,60.0,1.0,0,1.0,16.42,0.107877,1.0
1,SKU_03,RET_B,58,58.0,1.0,0,1.0,14.26,0.093686,1.12
1,SKU_06,RET_A,87,86.0,0.9885,0,1.0,15.38,0.101045,1.0
1,SKU_06,RET_C,61,61.0,1.0,0,1.0,15.38,0.101045,1.0
1,SKU_06,RET_D,48,48.0,1.0,0,1.0,15.38,0.101045,1.0
1,SKU_03,RET_A,68,65.0,0.9559,0,1.0,14.26,0.093686,1.0
1,SKU_03,RET_C,43,42.0,0.9767,0,1.0,14.26,0.093686,1.0
1,SKU_03,RET_D,34,33.0,0.9706,0,1.0,14.26,0.093686,1.0
1,SKU_04,RET_B,81,76.0,0.9383,0,1.0,12.12,0.079627,1.12
1,SKU_08,RET_B,79,73.0,0.9241,0,1.0,11.85,0.077853,1.12
1,SKU_11,RET_B,95,88.0,0.9263,0,1.0,11.79,0.077459,1.12
1,SKU_01,RET_B,66,60.0,0.9091,0,1.0,11.17,0.073385,1.12
1,SKU_04,RET_A,101,90.0,0.8911,0,1.0,12.12,0.079627,1.0
1,SKU_04,RET_C,68,61.0,0.8971,0,1.0,12.12,0.079627,1.0
1,SKU_04,RET_D,54,49.0,0.9074,0,1.0,12.12,0.079627,1.0
1,SKU_02,RET_B,52,47.0,0.9038,0,1.0,10.6,0.069641,1.12
1,SKU_08,RET_A,104,92.0,0.8846,0,1.0,11.85,0.077853,1.0
1,SKU_08,RET_C,67,60.0,0.8955,0,1.0,11.85,0.077853,1.0
1,SKU_08,RET_D,47,42.0,0.8936,0,1.0,11.85,0.077853,1.0
1,SKU_11,RET_A,119,105.0,0.8824,0,1.0,11.79,0.077459,1.0
1,SKU_11,RET_C,88,78.0,0.8864,0,1.0,11.79,0.077459,1.0
1,SKU_11,RET_D,60,54.0,0.9,0,1.0,11.79,0.077459,1.0
1,SKU_01,RET_A,87,76.0,0.8736,0,1.0,11.17,0.073385,1.0
1,SKU_01,RET_C,54,47.0,0.8704,0,1.0,11.17,0.073385,1.0
1,SKU_01,RET_D,42,37.0,0.881,0,1.0,11.17,0.073385,1.0
1,SKU_02,RET_A,81,69.0,0.8519,0,1.0,10.6,0.069641,1.0
1,SKU_02,RET_C,49,42.0,0.8571,0,1.0,10.6,0.069641,1.0
1,SKU_02,RET_D,38,33.0,0.8684,0,1.0,10.6,0.069641,1.0
1,SKU_07,RET_B,89,70.0,0.7865,0,1.0,7.45,0.048946,1.12
1,SKU_10,RET_B,142,112.0,0.7887,0,1.0,7.43,0.048814,1.12
1,SKU_07,RET_A,106,81.0,0.7642,0,1.0,7.45,0.048946,1.0
1,SKU_07,RET_C,68,52.0,0.7647,0,1.0,7.45,0.048946,1.0
1,SKU_07,RET_D,55,43.0,0.7818,0,1.0,7.45,0.048946,1.0
1,SKU_10,RET_A,158,120.0,0.7595,0,1.0,7.43,0.048814,1.0
1,SKU_10,RET_C,117,88.0,0.7521,0,1.0,7.43,0.048814,1.0
1,SKU_10,RET_D,88,67.0,0.7614,0,1.0,7.43,0.048814,1.0
2,SKU_12,RET_B,111,111.0,1.0,0,1.0,17.4,0.114316,1.1872
2,SKU_09,RET_B,116,116.0,1.0,0,1.0,16.34,0.107352,1.1872
2,SKU_12,RET_A,143,143.0,1.0,0,1.0,17.4,0.114316,1.06
2,SKU_12,RET_C,97,97.0,1.0,0,1.0,17.4,0.114316,1.06
2,SKU_12,RET_D,73,73.0,1.0,0,1.0,17.4,0.114316,1.06
