week,sku,retailer,orders_placed,shipments,fill_rate,promo_flag,promo_uplift,revenue_per_case,revenue_weight,priority_multiplier
1,SKU_10,RET_D,67,67.0,1.0,0,1.0,18.3,0.122163,1.1554
1,SKU_10,RET_A,156,156.0,1.0,0,1.0,18.3,0.122163,1.06
1,SKU_10,RET_B,131,131.0,1.0,0,1.0,18.3,0.122163,1.06
1,SKU_10,RET_C,106,106.0,1.0,0,1.0,18.3,0.122163,1.06
1,SKU_11,RET_D,84,84.0,1.0,0,1.0,16.17,0.107944,1.1554
1,SKU_12,RET_D,89,89.0,1.0,0,1.0,15.9,0.106142,1.1554
1,SKU_04,RET_D,38,38.0,1.0,0,1.0,15.99,0.106742,1.09
1,SKU_11,RET_A,162,162.0,1.0,0,1.0,16.17,0.107944,1.06
1,SKU_11,RET_B,142,142.0,1.0,0,1.0,16.17,0.107944,1.06
1,SKU_11,RET_C,119,119.0,1.0,0,1.0,16.17,0.107944,1.06
1,SKU_12,RET_A,184,184.0,1.0,0,1.0,15.9,0.106142,1.06
1,SKU_12,RET_B,139,139.0,1.0,0,1.0,15.9,0.106142,1.06
1,SKU_12,RET_C,121,121.0,1.0,0,1.0,15.9,0.106142,1.06
1,SKU_04,RET_A,70,70.0,1.0,0,1.0,15.99,0.106742,1.0
1,SKU_04,RET_B,55,55.0,1.0,0,1.0,15.99,0.106742,1.0
1,SKU_04,RET_C,47,47.0,1.0,0,1.0,15.99,0.106742,1.0
1,SKU_05,RET_D,40,40.0,1.0,0,1.0,13.88,0.092657,1.09
1,SKU_02,RET_D,26,26.0,1.0,0,1.0,12.95,0.086449,1.09
1,SKU_05,RET_A,83,78.0,0.9398,0,1.0,13.88,0.092657,1.0
1,SKU_05,RET_B,66,62.0,0.9394,0,1.0,13.88,0.092657,1.0
1,SKU_05,RET_C,54,51.0,0.9444,0,1.0,13.88,0.092657,1.0
1,SKU_08,RET_D,57,53.0,0.9298,0,1.0,12.15,0.081108,1.09
1,SKU_02,RET_A,49,45.0,0.9184,0,1.0,12.95,0.086449,1.0
1,SKU_02,RET_B,35,33.0,0.9429,0,1.0,12.95,0.086449,1.0
1,SKU_02,RET_C,33,31.0,0.9394,0,1.0,12.95,0.086449,1.0
1,SKU_08,RET_A,102,91.0,0.8922,0,1.0,12.15,0.081108,1.0
1,SKU_08,RET_B,85,76.0,0.8941,0,1.0,12.15,0.081108,1.0
1,SKU_08,RET_C,69,62.0,0.8986,0,1.0,12.15,0.081108,1.0
1,SKU_09,RET_D,55,49.0,0.8909,0,1.0,10.93,0.072964,1.09
1,SKU_09,RET_A,115,98.0,0.8522,0,1.0,10.93,0.072964,1.0
1,SKU_09,RET_B,92,79.0,0.8587,0,1.0,10.93,0.072964,1.0
1,SKU_09,RET_C,84,72.0,0.8571,0,1.0,10.93,0.072964,1.0
1,SKU_03,RET_D,34,29.0,0.8529,0,1.0,9.65,0.064419,1.09
1,SKU_06,RET_D,39,33.0,0.8462,0,1.0,8.97,0.05988,1.09
1,SKU_03,RET_A,67,55.0,0.8209,0,1.0,9.65,0.064419,1.0
1,SKU_03,RET_B,54,45.0,0.8333,0,1.0,9.65,0.064419,1.0
1,SKU_03,RET_C,37,31.0,0.8378,0,1.0,9.65,0.064419,1.0
1,SKU_06,RET_A,85,68.0,0.8,0,1.0,8.97,0.05988,1.0
1,SKU_06,RET_B,69,56.0,0.8116,0,1.0,8.97,0.05988,1.0
1,SKU_06,RET_C,50,41.0,0.82,0,1.0,8.97,0.05988,1.0
1,SKU_01,RET_D,51,40.0,0.7843,0,1.0,7.94,0.053004,1.09
1,SKU_01,RET_A,108,83.0,0.7685,0,1.0,7.94,0.053004,1.0
1,SKU_01,RET_B,83,63.0,0.759,0,1.0,7.94,0.053004,1.0
1,SKU_01,RET_C,65,50.0,0.7692,0,1.0,7.94,0.053004,1.0
1,SKU_07,RET_D,68,51.0,0.75,0,1.0,6.97,0.046529,1.09
1,SKU_07,RET_A,133,98.0,0.7368,0,1.0,6.97,0.046529,1.0
1,SKU_07,RET_B,98,72.0,0.7347,0,1.0,6.97,0.046529,1.0
1,SKU_07,RET_C,96,71.0,0.7396,0,1.0,6.97,0.046529,1.0
2,SKU_10,RET_D,75,75.0,1.0,0,1.0,18.3,0.122163,1.1554
2,SKU_10,RET_A,161,161.0,1.0,0,1.0,18.3,0.122163,1.06
2,SKU_10,RET_B,144,144.0,1.0,0,1.0,18.3,0.122163,1.06
2,SKU_10,RET_C,110,110.0,1.0,0,1.0,18.3,0.122163,1.06
2,SKU_11,RET_D,103,103.0,1.0,0,1.0,16.17,0.107944,1.1554
2,SKU_12,RET_D,99,99.0,1.0,0,1.0,15.9,0.106142,1.1554
2,SKU_04,RET_D,37,37.0,1.0,0,1.0,15.99,0.106742,1.09
2,SKU_11,RET_A,199,199.0,1.0,0,1.0,16.17,0.107944,1.06
