week,sku,retailer,orders_placed,promo_flag,promo_uplift,revenue_per_case,revenue_weight,priority_multiplier,unit_value,capacity_cases
13,SKU_01,RET_A,84,0,1.0,10.42,0.06897,1.0,10.42,4696
13,SKU_01,RET_B,64,0,1.0,10.42,0.06897,1.06,11.045200000000001,4696
13,SKU_01,RET_C,46,0,1.0,10.42,0.06897,1.0,10.42,4696
13,SKU_01,RET_D,42,0,1.0,10.42,0.06897,1.0,10.42,4696
13,SKU_02,RET_A,79,0,1.0,13.37,0.088496,1.0,13.37,4696
13,SKU_02,RET_B,59,0,1.0,13.37,0.088496,1.06,14.1722,4696
13,SKU_02,RET_C,53,0,1.0,13.37,0.088496,1.0,13.37,4696
13,SKU_02,RET_D,40,0,1.0,13.37,0.088496,1.0,13.37,4696
13,SKU_03,RET_A,125,0,1.0,17.66,0.116892,1.0,17.66,4696
13,SKU_03,RET_B,99,0,1.0,17.66,0.116892,1.06,18.7196,4696
13,SKU_03,RET_C,79,0,1.0,17.66,0.116892,1.0,17.66,4696
13,SKU_03,RET_D,64,0,1.0,17.66,0.116892,1.0,17.66,4696
13,SKU_04,RET_A,101,0,1.0,14.63,0.096836,1.0,14.63,4696
13,SKU_04,RET_B,73,0,1.0,14.63,0.096836,1.06,15.507800000000001,4696
13,SKU_04,RET_C,64,0,1.0,14.63,0.096836,1.0,14.63,4696
13,SKU_04,RET_D,47,0,1.0,14.63,0.096836,1.0,14.63,4696
13,SKU_05,RET_A,102,0,1.0,9.0,0.059571,1.0,9.0,4696
13,SKU_05,RET_B,81,0,1.0,9.0,0.059571,1.06,9.540000000000001,4696
13,SKU_05,RET_C,62,0,1.0,9.0,0.059571,1.0,9.0,4696
13,SKU_05,RET_D,54,0,1.0,9.0,0.059571,1.0,9.0,4696
13,SKU_06,RET_A,116,0,1.0,8.12,0.053746,1.0,8.12,4696
13,SKU_06,RET_B,107,0,1.0,8.12,0.053746,1.06,8.607199999999999,4696
13,SKU_06,RET_C,90,0,1.0,8.12,0.053746,1.0,8.12,4696
