week,sku,retailer,orders_placed,shipments,fill_rate,promo_flag,promo_uplift,revenue_per_case,revenue_weight,priority_multiplier
1,SKU_03,RET_B,81,81.0,1.0,0,1.0,17.66,0.116892,1.06
1,SKU_03,RET_A,100,100.0,1.0,0,1.0,17.66,0.116892,1.0
1,SKU_03,RET_C,64,64.0,1.0,0,1.0,17.66,0.116892,1.0
1,SKU_03,RET_D,52,52.0,1.0,0,1.0,17.66,0.116892,1.0
1,SKU_08,RET_B,106,106.0,1.0,0,1.0,16.42,0.108684,1.06
1,SKU_08,RET_A,125,125.0,1.0,0,1.0,16.42,0.108684,1.0
1,SKU_08,RET_C,90,90.0,1.0,0,1.0,16.42,0.108684,1.0
1,SKU_08,RET_D,69,69.0,1.0,0,1.0,16.42,0.108684,1.0
1,SKU_07,RET_B,110,110.0,1.0,0,1.0,14.63,0.096836,1.06
1,SKU_04,RET_B,64,64.0,1.0,0,1.0,14.63,0.096836,1.06
1,SKU_07,RET_A,150,146.0,0.9733,0,1.0,14.63,0.096836,1.0
1,SKU_07,RET_C,88,86.0,0.9773,0,1.0,14.63,0.096836,1.0
1,SKU_04,RET_A,81,79.0,0.9753,0,1.0,14.63,0.096836,1.0
1,SKU_07,RET_D,69,68.0,0.9855,0,1.0,14.63,0.096836,1.0
1,SKU_04,RET_C,54,53.0,0.9815,0,1.0,14.63,0.096836,1.0
1,SKU_04,RET_D,42,41.0,0.9762,0,1.0,14.63,0.096836,1.0
1,SKU_02,RET_B,54,52.0,0.963,0,1.0,13.37,0.088496,1.06
1,SKU_11,RET_B,110,105.0,0.9545,0,1.0,13.36,0.08843,1.06
1,SKU_12,RET_B,130,123.0,0.9462,0,1.0,13.27,0.087834,1.06
1,SKU_02,RET_A,55,51.0,0.9273,0,1.0,13.37,0.088496,1.0
1,SKU_02,RET_C,36,34.0,0.9444,0,1.0,13.37,0.088496,1.0
1,SKU_02,RET_D,30,28.0,0.9333,0,1.0,13.37,0.088496,1.0
1,SKU_11,RET_A,153,142.0,0.9281,0,1.0,13.36,0.08843,1.0
1,SKU_11,RET_C,89,83.0,0.9326,0,1.0,13.36,0.08843,1.0
1,SKU_11,RET_D,71,66.0,0.9296,0,1.0,13.36,0.08843,1.0
1,SKU_12,RET_A,167,155.0,0.9281,0,1.0,13.27,0.087834,1.0
1,SKU_12,RET_C,99,92.0,0.9293,0,1.0,13.27,0.087834,1.0
1,SKU_12,RET_D,78,72.0,0.9231,0,1.0,13.27,0.087834,1.0
1,SKU_09,RET_B,140,126.0,0.9,0,1.0,11.68,0.07731,1.06
1,SKU_09,RET_A,154,136.0,0.8831,0,1.0,11.68,0.07731,1.0
1,SKU_09,RET_C,104,92.0,0.8846,0,1.0,11.68,0.07731,1.0
1,SKU_09,RET_D,85,75.0,0.8824,0,1.0,11.68,0.07731,1.0
1,SKU_01,RET_B,50,43.0,0.86,0,1.0,10.42,0.06897,1.06
1,SKU_01,RET_A,64,54.0,0.8438,0,1.0,10.42,0.06897,1.0
