week,sku,retailer,orders_placed,shipments,fill_rate,promo_flag,promo_uplift,revenue_per_case,revenue_weight,priority_multiplier
1,SKU_09,RET_D,70,70.0,1.0,0,1.0,18.38,0.119397,1.1236
1,SKU_09,RET_A,118,118.0,1.0,0,1.0,18.38,0.119397,1.113
1,SKU_09,RET_B,109,109.0,1.0,0,1.0,18.38,0.119397,1.06
1,SKU_09,RET_C,73,73.0,1.0,0,1.0,18.38,0.119397,1.06
1,SKU_10,RET_D,71,71.0,1.0,0,1.0,16.78,0.109004,1.1236
1,SKU_10,RET_A,144,144.0,1.0,0,1.0,16.78,0.109004,1.113
1,SKU_10,RET_B,119,119.0,1.0,0,1.0,16.78,0.109004,1.06
1,SKU_10,RET_C,95,95.0,1.0,0,1.0,16.78,0.109004,1.06
1,SKU_05,RET_D,53,53.0,1.0,0,1.0,15.89,0.103222,1.06
1,SKU_07,RET_D,41,41.0,1.0,0,1.0,15.8,0.102637,1.06
1,SKU_05,RET_A,101,101.0,1.0,0,1.0,15.89,0.103222,1.05
1,SKU_07,RET_A,81,81.0,1.0,0,1.0,15.8,0.102637,1.05
1,SKU_05,RET_B,89,88.0,0.9888,0,1.0,15.89,0.103222,1.0
1,SKU_05,RET_C,76,76.0,1.0,0,1.0,15.89,0.103222,1.0
1,SKU_07,RET_B,67,67.0,1.0,0,1.0,15.8,0.102637,1.0
1,SKU_07,RET_C,56,56.0,1.0,0,1.0,15.8,0.102637,1.0
1,SKU_11,RET_D,59,58.0,0.9831,0,1.0,14.17,0.092049,1.06
1,SKU_11,RET_A,113,109.0,0.9646,0,1.0,14.17,0.092049,1.05
1,SKU_11,RET_B,84,80.0,0.9524,0,1.0,14.17,0.092049,1.0
1,SKU_11,RET_C,71,68.0,0.9577,0,1.0,14.17,0.092049,1.0
1,SKU_08,RET_D,49,46.0,0.9388,0,1.0,12.94,0.084059,1.06
1,SKU_08,RET_A,86,80.0,0.9302,0,1.0,12.94,0.084059,1.05
1,SKU_08,RET_B,81,74.0,0.9136,0,1.0,12.94,0.084059,1.0
1,SKU_08,RET_C,65,60.0,0.9231,0,1.0,12.94,0.084059,1.0
1,SKU_06,RET_D,59,54.0,0.9153,0,1.0,12.08,0.078472,1.06
1,SKU_06,RET_A,119,107.0,0.8992,0,1.0,12.08,0.078472,1.05
1,SKU_01,RET_D,25,23.0,0.92,0,1.0,11.69,0.075939,1.06
1,SKU_01,RET_A,49,44.0,0.898,0,1.0,11.69,0.075939,1.05
1,SKU_06,RET_B,107,95.0,0.8879,0,1.0,12.08,0.078472,1.0
1,SKU_06,RET_C,91,81.0,0.8901,0,1.0,12.08,0.078472,1.0
1,SKU_01,RET_B,35,32.0,0.9143,0,1.0,11.69,0.075939,1.0
1,SKU_01,RET_C,31,28.0,0.9032,0,1.0,11.69,0.075939,1.0
1,SKU_03,RET_D,58,51.0,0.8793,0,1.0,10.62,0.068988,1.06
1,SKU_03,RET_A,110,95.0,0.8636,0,1.0,10.62,0.068988,1.05
1,SKU_03,RET_B,84,72.0,0.8571,0,1.0,10.62,0.068988,1.0
1,SKU_03,RET_C,68,58.0,0.8529,0,1.0,10.62,0.068988,1.0
1,SKU_12,RET_D,89,75.0,0.8427,0,1.0,9.83,0.063856,1.06
1,SKU_12,RET_A,182,152.0,0.8352,0,1.0,9.83,0.063856,1.05
1,SKU_12,RET_B,160,132.0,0.825,0,1.0,9.83,0.063856,1.0
1,SKU_12,RET_C,127,104.0,0.8189,0,1.0,9.83,0.063856,1.0
1,SKU_02,RET_D,28,24.0,0.8571,0,1.0,8.77,0.05697,1.06
1,SKU_02,RET_A,49,40.0,0.8163,0,1.0,8.77,0.05697,1.05
1,SKU_02,RET_B,43,34.0,0.7907,0,1.0,8.77,0.05697,1.0
1,SKU_02,RET_C,33,26.0,0.7879,0,1.0,8.77,0.05697,1.0
1,SKU_04,RET_D,72,54.0,0.75,0,1.0,6.99,0.045407,1.06
1,SKU_04,RET_A,119,89.0,0.7479,0,1.0,6.99,0.045407,1.05
1,SKU_04,RET_B,104,77.0,0.7404,0,1.0,6.99,0.045407,1.0
1,SKU_04,RET_C,81,60.0,0.7407,0,1.0,6.99,0.045407,1.0
2,SKU_09,RET_D,66,66.0,1.0,0,1.0,18.38,0.119397,1.1236
2,SKU_09,RET_A,149,149.0,1.0,0,1.0,18.38,0.119397,1.113
2,SKU_09,RET_B,111,111.0,1.0,0,1.0,18.38,0.119397,1.06
2,SKU_09,RET_C,83,83.0,1.0,0,1.0,18.38,0.119397,1.06
