week,sku,retailer,orders_placed,promo_flag,promo_uplift,revenue_per_case,revenue_weight,priority_multiplier,unit_value,capacity_cases
13,SKU_01,RET_A,191,1,1.35,13.75,0.098025,1.2744,17.523,4088
13,SKU_01,RET_B,111,0,1.0,13.75,0.098025,1.0,13.75,4088
13,SKU_01,RET_C,93,0,1.0,13.75,0.098025,1.0,13.75,4088
13,SKU_01,RET_D,68,0,1.0,13.75,0.098025,1.0,13.75,4088
13,SKU_02,RET_A,143,1,1.35,7.63,0.054395,1.2744,9.723672,4088
13,SKU_02,RET_B,98,0,1.0,7.63,0.054395,1.0,7.63,4088
13,SKU_02,RET_C,83,0,1.0,7.63,0.054395,1.0,7.63,4088
13,SKU_02,RET_D,60,0,1.0,7.63,0.054395,1.0,7.63,4088
13,SKU_03,RET_A,179,1,1.35,8.25,0.058815,1.2744,10.5138,4088
13,SKU_03,RET_B,117,0,1.0,8.25,0.058815,1.0,8.25,4088
13,SKU_03,RET_C,93,0,1.0,8.25,0.058815,1.0,8.25,4088
13,SKU_03,RET_D,70,0,1.0,8.25,0.058815,1.0,8.25,4088
13,SKU_04,RET_A,101,1,1.35,8.57,0.061096,1.2744,10.921608,4088
13,SKU_04,RET_B,57,0,1.0,8.57,0.061096,1.0,8.57,4088
13,SKU_04,RET_C,47,0,1.0,8.57,0.061096,1.0,8.57,4088
13,SKU_04,RET_D,36,0,1.0,8.57,0.061096,1.0,8.57,4088
13,SKU_05,RET_A,177,1,1.35,8.02,0.057175,1.2744,10.220687999999999,4088
13,SKU_05,RET_B,106,0,1.0,8.02,0.057175,1.0,8.02,4088
13,SKU_05,RET_C,87,0,1.0,8.02,0.057175,1.0,8.02,4088
13,SKU_05,RET_D,62,0,1.0,8.02,0.057175,1.0,8.02,4088
13,SKU_06,RET_A,129,1,1.35,17.82,0.127041,1.2744,22.709808,4088
13,SKU_06,RET_B,84,0,1.0,17.82,0.127041,1.0,17.82,4088
13,SKU_06,RET_C,61,0,1.0,17.82,0.127041,1.0,17.82,4088
13,SKU_06,RET_D,52,0,1.0,17.82,0.127041,1.0,17.82,4088
13,SKU_07,RET_A,193,1,1.35,15.3,0.109075,1.2744,19.49832,4088
13,SKU_07,RET_B,136,0,1.0,15.3,0.109075,1.0,15.3,4088
13,SKU_07,RET_C,101,0,1.0,15.3,0.109075,1.0,15.3,4088
13,SKU_07,RET_D,87,0,1.0,15.3,0.109075,1.0,15.3,4088
13,SKU_08,RET_A,252,1,1.35,9.41,0.067085,1.2744,11.992104,4088
13,SKU_08,RET_B,132,0,1.0,9.41,0.067085,1.0,9.41,4088
13,SKU_08,RET_C,118,0,1.0,9.41,0.067085,1.0,9.41,4088
13,SKU_08,RET_D,82,0,1.0,9.41,0.067085,1.0,9.41,4088
13,SKU_09,RET_A,161,1,1.35,12.84,0.091538,1.2744,16.363296,4088
13,SKU_09,RET_B,95,0,1.0,12.84,0.091538,1.0,12.84,4088
13,SKU_09,RET_C,84,0,1.0,12.84,0.091538,1.0,12.84,4088
13,SKU_09,RET_D,61,0,1.0,12.84,0.091538,1.0,12.84,4088
13,SKU_10,RET_A,143,1,1.35,9.63,0.068653,1.2744,12.272472,4088
13,SKU_10,RET_B,97,0,1.0,9.63,0.068653,1.0,9.63,4088
13,SKU_10,RET_C,75,0,1.0,9.63,0.068653,1.0,9.63,4088
13,SKU_10,RET_D,62,0,1.0,9.63,0.068653,1.0,9.63,4088
13,SKU_11,RET_A,236,1,1.35,11.35,0.080915,1.2744,14.46444,4088
13,SKU_11,RET_B,131,0,1.0,11.35,0.080915,1.0,11.35,4088
13,SKU_11,RET_C,101,0,1.0,11.35,0.080915,1.0,11.35,4088
13,SKU_11,RET_D,82,0,1.0,11.35,0.080915,1.0,11.35,4088
13,SKU_12,RET_A,207,1,1.35,17.7,0.126185,1.3509,23.91093,4088
13,SKU_12,RET_B,131,0,1.0,17.7,0.126185,1.06,18.762,4088
13,SKU_12,RET_C,98,0,1.0,17.7,0.126185,1.06,18.762,4088
13,SKU_12,RET_D,71,0,1.0,17.7,0.126185,1.06,18.762,4088
14,SKU_01,RET_A,176,1,1.35,13.75,0.098025,1.2744,17.523,3882
14,SKU_01,RET_B,107,0,1.0,13.75,0.098025,1.0,13.75,3882
14,SKU_01,RET_C,89,0,1.0,13.75,0.098025,1.0,13.75,3882
14,SKU_01,RET_D,67,0,1.0,13.75,0.098025,1.0,13.75,3882
14,SKU_02,RET_A,139,1,1.35,7.63,0.054395,1.2744,9.723672,3882
14,SKU_02,RET_B,99,0,1.0,7.63,0.054395,1.0,7.63,3882
14,SKU_02,RET_C,75,0,1.0,7.63,0.054395,1.0,7.63,3882
14,SKU_02,RET_D,61,0,1.0,7.63,0.054395,1.0,7.63,3882
14,SKU_03,RET_A,196,1,1.35,8.25,0.058815,1.2744,10.5138,3882
14,SKU_03,RET_B,104,0,1.0,8.25,0.058815,1.0,8.25,3882
14,SKU_03,RET_C,98,0,1.0,8.25,0.058815,1.0,8.25,3882
14,SKU_03,RET_D,70,0,1.0,8.25,0.058815,1.0,8.25,3882
14,SKU_04,RET_A,104,1,1.35,8.57,0.061096,1.2744,10.921608,3882
14,SKU_04,RET_B,57,0,1.0,8.57,0.061096,1.0,8.57,3882
14,SKU_04,RET_C,44,0,1.0,8.57,0.061096,1.0,8.57,3882
14,SKU_04,RET_D,36,0,1.0,8.57,0.061096,1.0,8.57,3882
14,SKU_05,RET_A,174,1,1.35,8.02,0.057175,1.2744,10.220687999999999,3882
14,SKU_05,RET_B,105,0,1.0,8.02,0.057175,1.0,8.02,3882
14,SKU_05,RET_C,76,0,1.0,8.02,0.057175,1.0,8.02,3882
14,SKU_05,RET_D,56,0,1.0,8.02,0.057175,1.0,8.02,3882
14,SKU_06,RET_A,125,1,1.35,17.82,0.127041,1.2744,22.709808,3882
14,SKU_06,RET_B,76,0,1.0,17.82,0.127041,1.0,17.82,3882
14,SKU_06,RET_C,61,0,1.0,17.82,0.127041,1.0,17.82,3882
14,SKU_06,RET_D,42,0,1.0,17.82,0.127041,1.0,17.82,3882
14,SKU_07,RET_A,197,1,1.35,15.3,0.109075,1.2744,19.49832,3882
14,SKU_07,RET_B,140,0,1.0,15.3,0.109075,1.0,15.3,3882
14,SKU_07,RET_C,112,0,1.0,15.3,0.109075,1.0,15.3,3882
14,SKU_07,RET_D,83,0,1.0,15.3,0.109075,1.0,15.3,3882
14,SKU_08,RET_A,208,1,1.35,9.41,0.067085,1.2744,11.992104,3882
14,SKU_08,RET_B,132,0,1.0,9.41,0.067085,1.0,9.41,3882
14,SKU_08,RET_C,112,0,1.0,9.41,0.067085,1.0,9.41,3882
14,SKU_08,RET_D,86,0,1.0,9.41,0.067085,1.0,9.41,3882
14,SKU_09,RET_A,180,1,1.35,12.84,0.091538,1.2744,16.363296,3882
14,SKU_09,RET_B,99,0,1.0,12.84,0.091538,1.0,12.84,3882
14,SKU_09,RET_C,77,0,1.0,12.84,0.091538,1.0,12.84,3882
14,SKU_09,RET_D,66,0,1.0,12.84,0.091538,1.0,12.84,3882
14,SKU_10,RET_A,154,1,1.35,9.63,0.068653,1.2744,12.272472,3882
14,SKU_10,RET_B,94,0,1.0,9.63,0.068653,1.0,9.63,3882
14,SKU_10,RET_C,76,0,1.0,9.63,0.068653,1.0,9.63,3882
14,SKU_10,RET_D,60,0,1.0,9.63,0.068653,1.0,9.63,3882
14,SKU_11,RET_A,213,1,1.35,11.35,0.080915,1.2744,14.46444,3882
14,SKU_11,RET_B,129,0,1.0,11.35,0.080915,1.0,11.35,3882
14,SKU_11,RET_C,103,0,1.0,11.35,0.080915,1.0,11.35,3882
14,SKU_11,RET_D,75,0,1.0,11.35,0.080915,1.0,11.35,3882
14,SKU_12,RET_A,185,1,1.35,17.7,0.126185,1.3509,23.91093,3882
14,SKU_12,RET_B,123,0,1.0,17.7,0.126185,1.06,18.762,3882
14,SKU_12,RET_C,90,0,1.0,17.7,0.126185,1.06,18.762,3882
14,SKU_12,RET_D,77,0,1.0,17.7,0.126185,1.06,18.762,3882
15,SKU_01,RET_A,133,0,1.0,13.75,0.098025,1.08,14.850000000000001,4065
15,SKU_01,RET_B,120,0,1.0,13.75,0.098025,1.0,13.75,4065
15,SKU_01,RET_C,89,0,1.0,13.75,0.098025,1.0,13.75,4065
15,SKU_01,RET_D,71,0,1.0,13.75,0.098025,1.0,13.75,4065
15,SKU_02,RET_A,108,0,1.0,7.63,0.054395,1.08,8.240400000000001,4065
15,SKU_02,RET_B,99,0,1.0,7.63,0.054395,1.0,7.63,4065
15,SKU_02,RET_C,82,0,1.0,7.63,0.054395,1.0,7.63,4065
15,SKU_02,RET_D,56,0,1.0,7.63,0.054395,1.0,7.63,4065
15,SKU_03,RET_A,130,0,1.0,8.25,0.058815,1.08,8.91,4065
15,SKU_03,RET_B,109,0,1.0,8.25,0.058815,1.0,8.25,4065
15,SKU_03,RET_C,84,0,1.0,8.25,0.058815,1.0,8.25,4065
15,SKU_03,RET_D,75,0,1.0,8.25,0.058815,1.0,8.25,4065
15,SKU_04,RET_A,83,0,1.0,8.57,0.061096,1.08,9.255600000000001,4065
15,SKU_04,RET_B,57,0,1.0,8.57,0.061096,1.0,8.57,4065
15,SKU_04,RET_C,52,0,1.0,8.57,0.061096,1.0,8.57,4065
15,SKU_04,RET_D,39,0,1.0,8.57,0.061096,1.0,8.57,4065
15,SKU_05,RET_A,116,0,1.0,8.02,0.057175,1.08,8.6616,4065
15,SKU_05,RET_B,99,0,1.0,8.02,0.057175,1.0,8.02,4065
15,SKU_05,RET_C,71,0,1.0,8.02,0.057175,1.0,8.02,4065
15,SKU_05,RET_D,60,0,1.0,8.02,0.057175,1.0,8.02,4065
15,SKU_06,RET_A,103,0,1.0,17.82,0.127041,1.08,19.245600000000003,4065
15,SKU_06,RET_B,82,0,1.0,17.82,0.127041,1.0,17.82,4065
15,SKU_06,RET_C,66,0,1.0,17.82,0.127041,1.0,17.82,4065
15,SKU_06,RET_D,54,0,1.0,17.82,0.127041,1.0,17.82,4065
15,SKU_07,RET_A,148,0,1.0,15.3,0.109075,1.08,16.524,4065
