week,sku,retailer,orders_placed,promo_flag,promo_uplift,revenue_per_case,revenue_weight,priority_multiplier,unit_value,capacity_cases
13,SKU_01,RET_A,114,0,1.0,11.21,0.07375,0.93,10.425300000000002,4206
13,SKU_01,RET_B,89,0,1.0,11.21,0.07375,0.93,10.425300000000002,4206
13,SKU_01,RET_C,78,0,1.0,11.21,0.07375,0.93,10.425300000000002,4206
13,SKU_01,RET_D,57,0,1.0,11.21,0.07375,0.9672,10.842312,4206
13,SKU_02,RET_A,67,0,1.0,13.0,0.085526,0.93,12.09,4206
13,SKU_02,RET_B,59,0,1.0,13.0,0.085526,0.93,12.09,4206
13,SKU_02,RET_C,43,0,1.0,13.0,0.085526,0.93,12.09,4206
13,SKU_02,RET_D,34,0,1.0,13.0,0.085526,0.9672,12.573599999999999,4206
13,SKU_03,RET_A,135,0,1.0,7.46,0.049079,0.93,6.9378,4206
13,SKU_03,RET_B,110,0,1.0,7.46,0.049079,0.93,6.9378,4206
13,SKU_03,RET_C,79,0,1.0,7.46,0.049079,0.93,6.9378,4206
13,SKU_03,RET_D,67,0,1.0,7.46,0.049079,0.9672,7.215312,4206
13,SKU_04,RET_A,124,0,1.0,13.94,0.091711,1.0,13.94,4206
13,SKU_04,RET_B,101,0,1.0,13.94,0.091711,1.0,13.94,4206
13,SKU_04,RET_C,84,0,1.0,13.94,0.091711,1.0,13.94,4206
13,SKU_04,RET_D,69,0,1.0,13.94,0.091711,1.04,14.4976,4206
13,SKU_05,RET_A,77,0,1.0,9.5,0.0625,1.0,9.5,4206
13,SKU_05,RET_B,64,0,1.0,9.5,0.0625,1.0,9.5,4206
13,SKU_05,RET_C,50,0,1.0,9.5,0.0625,1.0,9.5,4206
13,SKU_05,RET_D,40,0,1.0,9.5,0.0625,1.04,9.88,4206
13,SKU_06,RET_A,145,0,1.0,16.55,0.108882,1.0,16.55,4206
13,SKU_06,RET_B,148,0,1.0,16.55,0.108882,1.0,16.55,4206
13,SKU_06,RET_C,116,0,1.0,16.55,0.108882,1.0,16.55,4206
13,SKU_06,RET_D,89,0,1.0,16.55,0.108882,1.04,17.212,4206
13,SKU_07,RET_A,101,0,1.0,6.96,0.045789,1.0,6.96,4206
13,SKU_07,RET_B,75,0,1.0,6.96,0.045789,1.0,6.96,4206
13,SKU_07,RET_C,69,0,1.0,6.96,0.045789,1.0,6.96,4206
13,SKU_07,RET_D,45,0,1.0,6.96,0.045789,1.04,7.2384,4206
13,SKU_08,RET_A,204,0,1.0,17.9,0.117763,1.0,17.9,4206
13,SKU_08,RET_B,130,0,1.0,17.9,0.117763,1.0,17.9,4206
13,SKU_08,RET_C,125,0,1.0,17.9,0.117763,1.0,17.9,4206
13,SKU_08,RET_D,92,0,1.0,17.9,0.117763,1.04,18.616,4206
13,SKU_09,RET_A,191,0,1.0,15.17,0.099803,1.06,16.0802,4206
13,SKU_09,RET_B,157,0,1.0,15.17,0.099803,1.06,16.0802,4206
13,SKU_09,RET_C,127,0,1.0,15.17,0.099803,1.06,16.0802,4206
13,SKU_09,RET_D,98,0,1.0,15.17,0.099803,1.1024,16.723408,4206
13,SKU_10,RET_A,209,0,1.0,16.95,0.111513,1.06,17.967,4206
13,SKU_10,RET_B,156,0,1.0,16.95,0.111513,1.06,17.967,4206
13,SKU_10,RET_C,136,0,1.0,16.95,0.111513,1.06,17.967,4206
13,SKU_10,RET_D,98,0,1.0,16.95,0.111513,1.1024,18.68568,4206
13,SKU_11,RET_A,169,0,1.0,15.36,0.101053,1.06,16.2816,4206
13,SKU_11,RET_B,114,0,1.0,15.36,0.101053,1.06,16.2816,4206
13,SKU_11,RET_C,106,0,1.0,15.36,0.101053,1.06,16.2816,4206
13,SKU_11,RET_D,84,0,1.0,15.36,0.101053,1.1024,16.932864,4206
13,SKU_12,RET_A,213,0,1.0,8.0,0.052632,1.0,8.0,4206
13,SKU_12,RET_B,157,0,1.0,8.0,0.052632,1.0,8.0,4206
13,SKU_12,RET_C,136,0,1.0,8.0,0.052632,1.0,8.0,4206
13,SKU_12,RET_D,98,0,1.0,8.0,0.052632,1.04,8.32,4206
14,SKU_01,RET_A,111,0,1.0,11.21,0.07375,0.93,10.425300000000002,4169
14,SKU_01,RET_B,88,0,1.0,11.21,0.07375,0.93,10.425300000000002,4169
14,SKU_01,RET_C,76,0,1.0,11.21,0.07375,0.93,10.425300000000002,4169
14,SKU_01,RET_D,75,1,1.22,11.21,0.07375,1.1413,12.793973000000001,4169
14,SKU_02,RET_A,72,0,1.0,13.0,0.085526,0.93,12.09,4169
14,SKU_02,RET_B,55,0,1.0,13.0,0.085526,0.93,12.09,4169
14,SKU_02,RET_C,49,0,1.0,13.0,0.085526,0.93,12.09,4169
14,SKU_02,RET_D,40,1,1.22,13.0,0.085526,1.1413,14.8369,4169
14,SKU_03,RET_A,129,0,1.0,7.46,0.049079,0.93,6.9378,4169
14,SKU_03,RET_B,98,0,1.0,7.46,0.049079,0.93,6.9378,4169
14,SKU_03,RET_C,86,0,1.0,7.46,0.049079,0.93,6.9378,4169
14,SKU_03,RET_D,87,1,1.22,7.46,0.049079,1.1413,8.514098,4169
14,SKU_04,RET_A,120,0,1.0,13.94,0.091711,1.0,13.94,4169
14,SKU_04,RET_B,104,0,1.0,13.94,0.091711,1.0,13.94,4169
14,SKU_04,RET_C,73,0,1.0,13.94,0.091711,1.0,13.94,4169
14,SKU_04,RET_D,73,1,1.22,13.94,0.091711,1.2272,17.107168,4169
14,SKU_05,RET_A,71,0,1.0,9.5,0.0625,1.0,9.5,4169
14,SKU_05,RET_B,65,0,1.0,9.5,0.0625,1.0,9.5,4169
14,SKU_05,RET_C,48,0,1.0,9.5,0.0625,1.0,9.5,4169
14,SKU_05,RET_D,48,1,1.22,9.5,0.0625,1.2272,11.6584,4169
14,SKU_06,RET_A,171,0,1.0,16.55,0.108882,1.0,16.55,4169
14,SKU_06,RET_B,141,0,1.0,16.55,0.108882,1.0,16.55,4169
14,SKU_06,RET_C,103,0,1.0,16.55,0.108882,1.0,16.55,4169
14,SKU_06,RET_D,106,1,1.22,16.55,0.108882,1.2272,20.310160000000003,4169
14,SKU_07,RET_A,101,0,1.0,6.96,0.045789,1.0,6.96,4169
14,SKU_07,RET_B,79,0,1.0,6.96,0.045789,1.0,6.96,4169
14,SKU_07,RET_C,66,0,1.0,6.96,0.045789,1.0,6.96,4169
14,SKU_07,RET_D,67,1,1.22,6.96,0.045789,1.2272,8.541312,4169
14,SKU_08,RET_A,168,0,1.0,17.9,0.117763,1.0,17.9,4169
14,SKU_08,RET_B,152,0,1.0,17.9,0.117763,1.0,17.9,4169
14,SKU_08,RET_C,108,0,1.0,17.9,0.117763,1.0,17.9,4169
14,SKU_08,RET_D,112,1,1.22,17.9,0.117763,1.2272,21.96688,4169
14,SKU_09,RET_A,194,0,1.0,15.17,0.099803,1.06,16.0802,4169
14,SKU_09,RET_B,154,0,1.0,15.17,0.099803,1.06,16.0802,4169
14,SKU_09,RET_C,116,0,1.0,15.17,0.099803,1.06,16.0802,4169
14,SKU_09,RET_D,126,1,1.22,15.17,0.099803,1.3008,19.733136,4169
14,SKU_10,RET_A,181,0,1.0,16.95,0.111513,1.06,17.967,4169
14,SKU_10,RET_B,149,0,1.0,16.95,0.111513,1.06,17.967,4169
14,SKU_10,RET_C,121,0,1.0,16.95,0.111513,1.06,17.967,4169
14,SKU_10,RET_D,128,1,1.22,16.95,0.111513,1.3008,22.04856,4169
14,SKU_11,RET_A,167,0,1.0,15.36,0.101053,1.06,16.2816,4169
14,SKU_11,RET_B,130,0,1.0,15.36,0.101053,1.06,16.2816,4169
14,SKU_11,RET_C,102,0,1.0,15.36,0.101053,1.06,16.2816,4169
14,SKU_11,RET_D,101,1,1.22,15.36,0.101053,1.3008,19.980287999999998,4169
14,SKU_12,RET_A,198,0,1.0,8.0,0.052632,1.0,8.0,4169
14,SKU_12,RET_B,155,0,1.0,8.0,0.052632,1.0,8.0,4169
14,SKU_12,RET_C,131,0,1.0,8.0,0.052632,1.0,8.0,4169
14,SKU_12,RET_D,116,1,1.22,8.0,0.052632,1.2272,9.8176,4169
15,SKU_01,RET_A,116,0,1.0,11.21,0.07375,0.93,10.425300000000002,3904
15,SKU_01,RET_B,86,0,1.0,11.21,0.07375,0.93,10.425300000000002,3904
15,SKU_01,RET_C,74,0,1.0,11.21,0.07375,0.93,10.425300000000002,3904
15,SKU_01,RET_D,61,0,1.0,11.21,0.07375,0.9672,10.842312,3904
15,SKU_02,RET_A,65,0,1.0,13.0,0.085526,0.93,12.09,3904
15,SKU_02,RET_B,53,0,1.0,13.0,0.085526,0.93,12.09,3904
15,SKU_02,RET_C,40,0,1.0,13.0,0.085526,0.93,12.09,3904
15,SKU_02,RET_D,31,0,1.0,13.0,0.085526,0.9672,12.573599999999999,3904
15,SKU_03,RET_A,115,0,1.0,7.46,0.049079,0.93,6.9378,3904
15,SKU_03,RET_B,106,0,1.0,7.46,0.049079,0.93,6.9378,3904
15,SKU_03,RET_C,77,0,1.0,7.46,0.049079,0.93,6.9378,3904
15,SKU_03,RET_D,56,0,1.0,7.46,0.049079,0.9672,7.215312,3904
15,SKU_04,RET_A,127,0,1.0,13.94,0.091711,1.0,13.94,3904
15,SKU_04,RET_B,96,0,1.0,13.94,0.091711,1.0,13.94,3904
15,SKU_04,RET_C,71,0,1.0,13.94,0.091711,1.0,13.94,3904
15,SKU_04,RET_D,60,0,1.0,13.94,0.091711,1.04,14.4976,3904
15,SKU_05,RET_A,76,0,1.0,9.5,0.0625,1.0,9.5,3904
15,SKU_05,RET_B,61,0,1.0,9.5,0.0625,1.0,9.5,3904
15,SKU_05,RET_C,47,0,1.0,9.5,0.0625,1.0,9.5,3904
15,SKU_05,RET_D,39,0,1.0,9.5,0.0625,1.04,9.88,3904
15,SKU_06,RET_A,169,0,1.0,16.55,0.108882,1.0,16.55,3904
15,SKU_06,RET_B,138,0,1.0,16.55,0.108882,1.0,16.55,3904
15,SKU_06,RET_C,107,0,1.0,16.55,0.108882,1.0,16.55,3904
15,SKU_06,RET_D,80,0,1.0,16.55,0.108882,1.04,17.212,3904
15,SKU_07,RET_A,100,0,1.0,6.96,0.045789,1.0,6.96,3904
15,SKU_07,RET_B,78,0,1.0,6.96,0.045789,1.0,6.96,3904
15,SKU_07,RET_C,59,0,1.0,6.96,0.045789,1.0,6.96,3904
15,SKU_07,RET_D,50,0,1.0,6.96,0.045789,1.04,7.2384,3904
15,SKU_08,RET_A,189,0,1.0,17.9,0.117763,1.0,17.9,3904
15,SKU_08,RET_B,154,0,1.0,17.9,0.117763,1.0,17.9,3904
15,SKU_08,RET_C,106,0,1.0,17.9,0.117763,1.0,17.9,3904
15,SKU_08,RET_D,102,0,1.0,17.9,0.117763,1.04,18.616,3904
15,SKU_09,RET_A,200,0,1.0,15.17,0.099803,1.06,16.0802,3904
15,SKU_09,RET_B,150,0,1.0,15.17,0.099803,1.06,16.0802,3904
15,SKU_09,RET_C,128,0,1.0,15.17,0.099803,1.06,16.0802,3904
