week,sku,retailer,orders_placed,shipments,fill_rate,promo_flag,promo_uplift,revenue_per_case,revenue_weight,priority_multiplier
1,SKU_10,RET_D,81,81.0,1.0,0,1.0,16.95,0.111513,1.1024
1,SKU_08,RET_D,72,72.0,1.0,0,1.0,17.9,0.117763,1.04
1,SKU_10,RET_A,153,153.0,1.0,0,1.0,16.95,0.111513,1.06
1,SKU_10,RET_B,134,134.0,1.0,0,1.0,16.95,0.111513,1.06
1,SKU_10,RET_C,99,99.0,1.0,0,1.0,16.95,0.111513,1.06
1,SKU_08,RET_A,147,147.0,1.0,0,1.0,17.9,0.117763,1.0
1,SKU_08,RET_B,116,116.0,1.0,0,1.0,17.9,0.117763,1.0
1,SKU_08,RET_C,112,112.0,1.0,0,1.0,17.9,0.117763,1.0
1,SKU_06,RET_D,74,74.0,1.0,0,1.0,16.55,0.108882,1.04
1,SKU_11,RET_D,69,69.0,1.0,0,1.0,15.36,0.101053,1.1024
1,SKU_09,RET_D,81,81.0,1.0,0,1.0,15.17,0.099803,1.1024
1,SKU_06,RET_A,141,141.0,1.0,0,1.0,16.55,0.108882,1.0
1,SKU_06,RET_B,110,110.0,1.0,0,1.0,16.55,0.108882,1.0
1,SKU_06,RET_C,89,89.0,1.0,0,1.0,16.55,0.108882,1.0
1,SKU_11,RET_A,122,122.0,1.0,0,1.0,15.36,0.101053,1.06
1,SKU_11,RET_B,105,105.0,1.0,0,1.0,15.36,0.101053,1.06
1,SKU_11,RET_C,87,87.0,1.0,0,1.0,15.36,0.101053,1.06
1,SKU_09,RET_A,152,151.0,0.9934,0,1.0,15.17,0.099803,1.06
1,SKU_09,RET_B,126,125.0,0.9921,0,1.0,15.17,0.099803,1.06
1,SKU_09,RET_C,104,104.0,1.0,0,1.0,15.17,0.099803,1.06
1,SKU_04,RET_D,54,52.0,0.963,0,1.0,13.94,0.091711,1.04
1,SKU_04,RET_A,103,97.0,0.9417,0,1.0,13.94,0.091711,1.0
1,SKU_04,RET_B,72,68.0,0.9444,0,1.0,13.94,0.091711,1.0
1,SKU_04,RET_C,68,64.0,0.9412,0,1.0,13.94,0.091711,1.0
1,SKU_02,RET_D,28,26.0,0.9286,0,1.0,13.0,0.085526,0.9672
1,SKU_02,RET_A,48,43.0,0.8958,0,1.0,13.0,0.085526,0.93
