week,sku,retailer,orders_placed,promo_flag,promo_uplift,revenue_per_case,revenue_weight,priority_multiplier,unit_value,capacity_cases
13,SKU_01,RET_A,160,1,1.31,12.97,0.09063,1.2626,16.375922,3728
13,SKU_01,RET_B,91,0,1.0,12.97,0.09063,1.0,12.97,3728
13,SKU_01,RET_C,77,0,1.0,12.97,0.09063,1.05,13.618500000000001,3728
13,SKU_01,RET_D,62,0,1.0,12.97,0.09063,1.0,12.97,3728
13,SKU_02,RET_A,81,1,1.31,12.23,0.085459,1.2626,15.441597999999999,3728
13,SKU_02,RET_B,47,0,1.0,12.23,0.085459,1.0,12.23,3728
13,SKU_02,RET_C,41,0,1.0,12.23,0.085459,1.05,12.841500000000002,3728
13,SKU_02,RET_D,30,0,1.0,12.23,0.085459,1.0,12.23,3728
13,SKU_03,RET_A,164,1,1.31,6.82,0.047656,1.2626,8.610932,3728
13,SKU_03,RET_B,109,0,1.0,6.82,0.047656,1.0,6.82,3728
13,SKU_03,RET_C,78,0,1.0,6.82,0.047656,1.05,7.1610000000000005,3728
13,SKU_03,RET_D,61,0,1.0,6.82,0.047656,1.0,6.82,3728
13,SKU_04,RET_A,133,1,1.31,8.25,0.057648,1.2626,10.41645,3728
13,SKU_04,RET_B,84,0,1.0,8.25,0.057648,1.0,8.25,3728
13,SKU_04,RET_C,67,0,1.0,8.25,0.057648,1.05,8.6625,3728
13,SKU_04,RET_D,54,0,1.0,8.25,0.057648,1.0,8.25,3728
13,SKU_05,RET_A,146,1,1.31,17.22,0.120327,1.2626,21.741971999999997,3728
13,SKU_05,RET_B,79,0,1.0,17.22,0.120327,1.0,17.22,3728
13,SKU_05,RET_C,94,1,1.36,17.22,0.120327,1.239,21.33558,3728
13,SKU_05,RET_D,56,0,1.0,17.22,0.120327,1.0,17.22,3728
13,SKU_06,RET_A,125,1,1.31,7.16,0.050031,1.2626,9.040216,3728
13,SKU_06,RET_B,69,0,1.0,7.16,0.050031,1.0,7.16,3728
13,SKU_06,RET_C,56,0,1.0,7.16,0.050031,1.05,7.518000000000001,3728
13,SKU_06,RET_D,49,0,1.0,7.16,0.050031,1.0,7.16,3728
13,SKU_07,RET_A,179,1,1.31,15.19,0.106142,1.2626,19.178894,3728
13,SKU_07,RET_B,123,0,1.0,15.19,0.106142,1.0,15.19,3728
13,SKU_07,RET_C,97,0,1.0,15.19,0.106142,1.05,15.9495,3728
13,SKU_07,RET_D,84,0,1.0,15.19,0.106142,1.0,15.19,3728
13,SKU_08,RET_A,152,1,1.31,9.63,0.067291,1.2626,12.158838000000001,3728
13,SKU_08,RET_B,104,0,1.0,9.63,0.067291,1.0,9.63,3728
13,SKU_08,RET_C,82,0,1.0,9.63,0.067291,1.05,10.111500000000001,3728
13,SKU_08,RET_D,63,0,1.0,9.63,0.067291,1.0,9.63,3728
13,SKU_09,RET_A,266,1,1.31,10.4,0.072671,1.2626,13.13104,3728
13,SKU_09,RET_B,160,0,1.0,10.4,0.072671,1.0,10.4,3728
13,SKU_09,RET_C,125,0,1.0,10.4,0.072671,1.05,10.920000000000002,3728
13,SKU_09,RET_D,108,0,1.0,10.4,0.072671,1.0,10.4,3728
13,SKU_10,RET_A,275,1,1.31,14.46,0.101041,1.2626,18.257196,3728
13,SKU_10,RET_B,154,0,1.0,14.46,0.101041,1.0,14.46,3728
13,SKU_10,RET_C,131,0,1.0,14.46,0.101041,1.05,15.183000000000002,3728
13,SKU_10,RET_D,93,0,1.0,14.46,0.101041,1.0,14.46,3728
13,SKU_11,RET_A,231,1,1.31,15.96,0.111523,1.3384,21.360864000000003,3728
13,SKU_11,RET_B,147,0,1.0,15.96,0.111523,1.06,16.9176,3728
13,SKU_11,RET_C,120,0,1.0,15.96,0.111523,1.113,17.76348,3728
13,SKU_11,RET_D,92,0,1.0,15.96,0.111523,1.06,16.9176,3728
13,SKU_12,RET_A,236,1,1.31,12.82,0.089581,1.2626,16.186532,3728
13,SKU_12,RET_B,156,0,1.0,12.82,0.089581,1.0,12.82,3728
13,SKU_12,RET_C,124,0,1.0,12.82,0.089581,1.05,13.461,3728
13,SKU_12,RET_D,88,0,1.0,12.82,0.089581,1.0,12.82,3728
14,SKU_01,RET_A,155,1,1.31,12.97,0.09063,1.2626,16.375922,3727
14,SKU_01,RET_B,96,0,1.0,12.97,0.09063,1.0,12.97,3727
14,SKU_01,RET_C,80,0,1.0,12.97,0.09063,1.05,13.618500000000001,3727
14,SKU_01,RET_D,59,0,1.0,12.97,0.09063,1.0,12.97,3727
14,SKU_02,RET_A,79,1,1.31,12.23,0.085459,1.2626,15.441597999999999,3727
14,SKU_02,RET_B,54,0,1.0,12.23,0.085459,1.0,12.23,3727
14,SKU_02,RET_C,43,0,1.0,12.23,0.085459,1.05,12.841500000000002,3727
14,SKU_02,RET_D,32,0,1.0,12.23,0.085459,1.0,12.23,3727
14,SKU_03,RET_A,166,1,1.31,6.82,0.047656,1.2626,8.610932,3727
14,SKU_03,RET_B,89,0,1.0,6.82,0.047656,1.0,6.82,3727
14,SKU_03,RET_C,83,0,1.0,6.82,0.047656,1.05,7.1610000000000005,3727
14,SKU_03,RET_D,63,0,1.0,6.82,0.047656,1.0,6.82,3727
14,SKU_04,RET_A,134,1,1.31,8.25,0.057648,1.2626,10.41645,3727
14,SKU_04,RET_B,82,0,1.0,8.25,0.057648,1.0,8.25,3727
14,SKU_04,RET_C,70,0,1.0,8.25,0.057648,1.05,8.6625,3727
14,SKU_04,RET_D,49,0,1.0,8.25,0.057648,1.0,8.25,3727
14,SKU_05,RET_A,134,1,1.31,17.22,0.120327,1.2626,21.741971999999997,3727
14,SKU_05,RET_B,81,0,1.0,17.22,0.120327,1.0,17.22,3727
14,SKU_05,RET_C,84,1,1.36,17.22,0.120327,1.239,21.33558,3727
14,SKU_05,RET_D,49,0,1.0,17.22,0.120327,1.0,17.22,3727
14,SKU_06,RET_A,123,1,1.31,7.16,0.050031,1.2626,9.040216,3727
14,SKU_06,RET_B,67,0,1.0,7.16,0.050031,1.0,7.16,3727
14,SKU_06,RET_C,59,0,1.0,7.16,0.050031,1.05,7.518000000000001,3727
14,SKU_06,RET_D,42,0,1.0,7.16,0.050031,1.0,7.16,3727
14,SKU_07,RET_A,189,1,1.31,15.19,0.106142,1.2626,19.178894,3727
14,SKU_07,RET_B,118,0,1.0,15.19,0.106142,1.0,15.19,3727
14,SKU_07,RET_C,91,0,1.0,15.19,0.106142,1.05,15.9495,3727
14,SKU_07,RET_D,65,0,1.0,15.19,0.106142,1.0,15.19,3727
14,SKU_08,RET_A,168,1,1.31,9.63,0.067291,1.2626,12.158838000000001,3727
14,SKU_08,RET_B,92,0,1.0,9.63,0.067291,1.0,9.63,3727
14,SKU_08,RET_C,80,0,1.0,9.63,0.067291,1.05,10.111500000000001,3727
14,SKU_08,RET_D,60,0,1.0,9.63,0.067291,1.0,9.63,3727
14,SKU_09,RET_A,225,1,1.31,10.4,0.072671,1.2626,13.13104,3727
14,SKU_09,RET_B,153,0,1.0,10.4,0.072671,1.0,10.4,3727
14,SKU_09,RET_C,114,0,1.0,10.4,0.072671,1.05,10.920000000000002,3727
14,SKU_09,RET_D,92,0,1.0,10.4,0.072671,1.0,10.4,3727
14,SKU_10,RET_A,241,1,1.31,14.46,0.101041,1.2626,18.257196,3727
14,SKU_10,RET_B,153,0,1.0,14.46,0.101041,1.0,14.46,3727
14,SKU_10,RET_C,119,0,1.0,14.46,0.101041,1.05,15.183000000000002,3727
14,SKU_10,RET_D,105,0,1.0,14.46,0.101041,1.0,14.46,3727
14,SKU_11,RET_A,222,1,1.31,15.96,0.111523,1.3384,21.360864000000003,3727
14,SKU_11,RET_B,147,0,1.0,15.96,0.111523,1.06,16.9176,3727
14,SKU_11,RET_C,105,0,1.0,15.96,0.111523,1.113,17.76348,3727
14,SKU_11,RET_D,94,0,1.0,15.96,0.111523,1.06,16.9176,3727
14,SKU_12,RET_A,231,1,1.31,12.82,0.089581,1.2626,16.186532,3727
14,SKU_12,RET_B,127,0,1.0,12.82,0.089581,1.0,12.82,3727
14,SKU_12,RET_C,123,0,1.0,12.82,0.089581,1.05,13.461,3727
14,SKU_12,RET_D,89,0,1.0,12.82,0.089581,1.0,12.82,3727
15,SKU_01,RET_A,113,0,1.0,12.97,0.09063,1.07,13.877900000000002,4422
15,SKU_01,RET_B,97,0,1.0,12.97,0.09063,1.0,12.97,4422
15,SKU_01,RET_C,80,0,1.0,12.97,0.09063,1.05,13.618500000000001,4422
15,SKU_01,RET_D,56,0,1.0,12.97,0.09063,1.0,12.97,4422
15,SKU_02,RET_A,63,0,1.0,12.23,0.085459,1.07,13.086100000000002,4422
15,SKU_02,RET_B,49,0,1.0,12.23,0.085459,1.0,12.23,4422
15,SKU_02,RET_C,39,0,1.0,12.23,0.085459,1.05,12.841500000000002,4422
15,SKU_02,RET_D,34,0,1.0,12.23,0.085459,1.0,12.23,4422
15,SKU_03,RET_A,112,0,1.0,6.82,0.047656,1.07,7.2974000000000006,4422
15,SKU_03,RET_B,93,0,1.0,6.82,0.047656,1.0,6.82,4422
15,SKU_03,RET_C,83,0,1.0,6.82,0.047656,1.05,7.1610000000000005,4422
15,SKU_03,RET_D,59,0,1.0,6.82,0.047656,1.0,6.82,4422
15,SKU_04,RET_A,95,0,1.0,8.25,0.057648,1.07,8.8275,4422
15,SKU_04,RET_B,76,0,1.0,8.25,0.057648,1.0,8.25,4422
15,SKU_04,RET_C,66,0,1.0,8.25,0.057648,1.05,8.6625,4422
15,SKU_04,RET_D,45,0,1.0,8.25,0.057648,1.0,8.25,4422
15,SKU_05,RET_A,98,0,1.0,17.22,0.120327,1.07,18.4254,4422
15,SKU_05,RET_B,78,0,1.0,17.22,0.120327,1.0,17.22,4422
15,SKU_05,RET_C,60,0,1.0,17.22,0.120327,1.05,18.081,4422
15,SKU_05,RET_D,48,0,1.0,17.22,0.120327,1.0,17.22,4422
15,SKU_06,RET_A,85,0,1.0,7.16,0.050031,1.07,7.661200000000001,4422
15,SKU_06,RET_B,70,0,1.0,7.16,0.050031,1.0,7.16,4422
15,SKU_06,RET_C,57,0,1.0,7.16,0.050031,1.05,7.518000000000001,4422
15,SKU_06,RET_D,45,0,1.0,7.16,0.050031,1.0,7.16,4422
15,SKU_07,RET_A,149,0,1.0,15.19,0.106142,1.07,16.2533,4422
15,SKU_07,RET_B,118,0,1.0,15.19,0.106142,1.0,15.19,4422
15,SKU_07,RET_C,87,0,1.0,15.19,0.106142,1.05,15.9495,4422
15,SKU_07,RET_D,73,0,1.0,15.19,0.106142,1.0,15.19,4422
15,SKU_08,RET_A,126,0,1.0,9.63,0.067291,1.07,10.304100000000002,4422
15,SKU_08,RET_B,91,0,1.0,9.63,0.067291,1.0,9.63,4422
15,SKU_08,RET_C,73,0,1.0,9.63,0.067291,1.05,10.111500000000001,4422
15,SKU_08,RET_D,61,0,1.0,9.63,0.067291,1.0,9.63,4422
15,SKU_09,RET_A,182,0,1.0,10.4,0.072671,1.07,11.128000000000002,4422
15,SKU_09,RET_B,142,0,1.0,10.4,0.072671,1.0,10.4,4422
15,SKU_09,RET_C,113,0,1.0,10.4,0.072671,1.05,10.920000000000002,4422
15,SKU_09,RET_D,96,0,1.0,10.4,0.072671,1.0,10.4,4422
15,SKU_10,RET_A,179,0,1.0,14.46,0.101041,1.07,15.472200000000003,4422
15,SKU_10,RET_B,154,0,1.0,14.46,0.101041,1.0,14.46,4422
15,SKU_10,RET_C,128,0,1.0,14.46,0.101041,1.05,15.183000000000002,4422
15,SKU_10,RET_D,92,0,1.0,14.46,0.101041,1.0,14.46,4422
15,SKU_11,RET_A,184,0,1.0,15.96,0.111523,1.1342,18.101832,4422
15,SKU_11,RET_B,139,0,1.0,15.96,0.111523,1.06,16.9176,4422
15,SKU_11,RET_C,106,0,1.0,15.96,0.111523,1.113,17.76348,4422
15,SKU_11,RET_D,86,0,1.0,15.96,0.111523,1.06,16.9176,4422
15,SKU_12,RET_A,166,0,1.0,12.82,0.089581,1.07,13.717400000000001,4422
15,SKU_12,RET_B,154,0,1.0,12.82,0.089581,1.0,12.82,4422
15,SKU_12,RET_C,113,0,1.0,12.82,0.089581,1.05,13.461,4422
15,SKU_12,RET_D,93,0,1.0,12.82,0.089581,1.0,12.82,4422
16,SKU_01,RET_A,122,0,1.0,12.97,0.09063,1.07,13.877900000000002,4819
16,SKU_01,RET_B,96,0,1.0,12.97,0.09063,1.0,12.97,4819
16,SKU_01,RET_C,80,0,1.0,12.97,0.09063,1.05,13.618500000000001,4819
16,SKU_01,RET_D,65,0,1.0,12.97,0.09063,1.0,12.97,4819
16,SKU_02,RET_A,64,0,1.0,12.23,0.085459,1.07,13.086100000000002,4819
16,SKU_02,RET_B,51,0,1.0,12.23,0.085459,1.0,12.23,4819
16,SKU_02,RET_C,40,0,1.0,12.23,0.085459,1.05,12.841500000000002,4819
